filename,label
log_moving_patch_000_000.jpg,1
log_moving_patch_000_001.jpg,1
log_moving_patch_000_002.jpg,1
log_moving_patch_000_003.jpg,1
log_moving_patch_000_004.jpg,1
log_moving_patch_000_005.jpg,1
log_moving_patch_000_006.jpg,1
log_moving_patch_000_007.jpg,1
log_moving_patch_000_008.jpg,1
log_moving_patch_000_009.jpg,1
log_moving_patch_000_010.jpg,1
log_moving_patch_000_011.jpg,0
log_moving_patch_000_012.jpg,0
log_moving_patch_000_013.jpg,0
log_moving_patch_000_014.jpg,0
log_moving_patch_000_015.jpg,0
log_moving_patch_000_016.jpg,0
log_moving_patch_000_017.jpg,1
log_moving_patch_000_018.jpg,1
log_moving_patch_000_019.jpg,1
log_moving_patch_000_020.jpg,1
log_moving_patch_000_021.jpg,1
log_moving_patch_000_022.jpg,0
log_moving_patch_000_023.jpg,1
log_moving_patch_000_024.jpg,1
log_moving_patch_000_025.jpg,0
log_moving_patch_000_026.jpg,1
log_moving_patch_000_027.jpg,0
log_moving_patch_000_028.jpg,1
log_moving_patch_000_029.jpg,1
log_moving_patch_000_030.jpg,0
log_moving_patch_000_031.jpg,1
log_moving_patch_000_032.jpg,0
log_moving_patch_000_033.jpg,1
log_moving_patch_000_034.jpg,1
log_moving_patch_000_035.jpg,1
log_moving_patch_000_036.jpg,1
log_moving_patch_000_037.jpg,1
log_moving_patch_000_038.jpg,0
log_moving_patch_000_039.jpg,1
log_moving_patch_000_040.jpg,1
log_moving_patch_000_041.jpg,1
log_moving_patch_000_042.jpg,1
log_moving_patch_000_043.jpg,1
log_moving_patch_000_044.jpg,0
log_moving_patch_001_000.jpg,0
log_moving_patch_001_001.jpg,0
log_moving_patch_001_002.jpg,0
log_moving_patch_001_003.jpg,0
log_moving_patch_001_004.jpg,0
log_moving_patch_001_005.jpg,0
log_moving_patch_001_006.jpg,0
log_moving_patch_001_007.jpg,0
log_moving_patch_001_008.jpg,0
log_moving_patch_001_009.jpg,0
log_moving_patch_001_010.jpg,0
log_moving_patch_001_011.jpg,0
log_moving_patch_001_012.jpg,0
log_moving_patch_001_013.jpg,0
log_moving_patch_001_014.jpg,0
log_moving_patch_001_015.jpg,1
log_moving_patch_001_016.jpg,1
log_moving_patch_001_017.jpg,1
log_moving_patch_001_018.jpg,1
log_moving_patch_001_019.jpg,1
log_moving_patch_001_020.jpg,0
log_moving_patch_001_021.jpg,1
log_moving_patch_001_022.jpg,1
log_moving_patch_001_023.jpg,0
log_moving_patch_001_024.jpg,0
log_moving_patch_001_025.jpg,0
log_moving_patch_001_026.jpg,1
log_moving_patch_001_027.jpg,0
log_moving_patch_001_028.jpg,0
log_moving_patch_001_029.jpg,1
log_moving_patch_001_030.jpg,1
log_moving_patch_001_031.jpg,1
log_moving_patch_001_032.jpg,1
log_moving_patch_001_033.jpg,0
log_moving_patch_001_034.jpg,1
log_moving_patch_001_035.jpg,1
log_moving_patch_001_036.jpg,1
log_moving_patch_001_037.jpg,1
log_moving_patch_001_038.jpg,1
log_moving_patch_001_039.jpg,0
log_moving_patch_001_040.jpg,0
log_moving_patch_001_041.jpg,0
log_moving_patch_001_042.jpg,0
log_moving_patch_001_043.jpg,0
log_moving_patch_001_044.jpg,0
log_moving_patch_002_000.jpg,1
log_moving_patch_002_001.jpg,1
log_moving_patch_002_002.jpg,1
log_moving_patch_002_003.jpg,1
log_moving_patch_002_004.jpg,1
log_moving_patch_002_005.jpg,1
log_moving_patch_002_006.jpg,1
log_moving_patch_002_007.jpg,0
log_moving_patch_002_008.jpg,0
log_moving_patch_002_009.jpg,0
log_moving_patch_002_010.jpg,0
log_moving_patch_002_011.jpg,0
log_moving_patch_002_012.jpg,0
log_moving_patch_002_013.jpg,1
log_moving_patch_002_014.jpg,1
log_moving_patch_002_015.jpg,1
log_moving_patch_002_016.jpg,1
log_moving_patch_002_017.jpg,1
log_moving_patch_002_018.jpg,1
log_moving_patch_002_019.jpg,1
log_moving_patch_002_020.jpg,0
log_moving_patch_002_021.jpg,1
log_moving_patch_002_022.jpg,1
log_moving_patch_002_023.jpg,0
log_moving_patch_002_024.jpg,0
log_moving_patch_002_025.jpg,1
log_moving_patch_002_026.jpg,0
log_moving_patch_002_027.jpg,0
log_moving_patch_002_028.jpg,0
log_moving_patch_002_029.jpg,1
log_moving_patch_002_030.jpg,1
log_moving_patch_002_031.jpg,0
log_moving_patch_002_032.jpg,0
log_moving_patch_002_033.jpg,0
log_moving_patch_002_034.jpg,1
log_moving_patch_002_035.jpg,1
log_moving_patch_002_036.jpg,1
log_moving_patch_002_037.jpg,1
log_moving_patch_002_038.jpg,1
log_moving_patch_002_039.jpg,1
log_moving_patch_002_040.jpg,0
log_moving_patch_002_041.jpg,1
log_moving_patch_002_042.jpg,1
log_moving_patch_002_043.jpg,1
log_moving_patch_002_044.jpg,1
log_moving_patch_003_000.jpg,1
log_moving_patch_003_001.jpg,1
log_moving_patch_003_002.jpg,1
log_moving_patch_003_003.jpg,1
log_moving_patch_003_004.jpg,1
log_moving_patch_003_005.jpg,0
log_moving_patch_003_006.jpg,0
log_moving_patch_003_007.jpg,0
log_moving_patch_003_008.jpg,0
log_moving_patch_003_009.jpg,0
log_moving_patch_003_010.jpg,0
log_moving_patch_003_011.jpg,0
log_moving_patch_003_012.jpg,1
log_moving_patch_003_013.jpg,1
log_moving_patch_003_014.jpg,1
log_moving_patch_003_015.jpg,1
log_moving_patch_003_016.jpg,1
log_moving_patch_003_017.jpg,1
log_moving_patch_003_018.jpg,1
log_moving_patch_003_019.jpg,0
log_moving_patch_003_020.jpg,1
log_moving_patch_003_021.jpg,1
log_moving_patch_003_022.jpg,1
log_moving_patch_003_023.jpg,0
log_moving_patch_003_024.jpg,1
log_moving_patch_003_025.jpg,1
log_moving_patch_003_026.jpg,0
log_moving_patch_003_027.jpg,0
log_moving_patch_003_028.jpg,0
log_moving_patch_003_029.jpg,0
log_moving_patch_003_030.jpg,0
log_moving_patch_003_031.jpg,0
log_moving_patch_003_032.jpg,0
log_moving_patch_003_033.jpg,0
log_moving_patch_003_034.jpg,0
log_moving_patch_003_035.jpg,0
log_moving_patch_003_036.jpg,1
log_moving_patch_003_037.jpg,1
log_moving_patch_003_038.jpg,1
log_moving_patch_003_039.jpg,1
log_moving_patch_003_040.jpg,1
log_moving_patch_003_041.jpg,1
log_moving_patch_003_042.jpg,1
log_moving_patch_003_043.jpg,1
log_moving_patch_003_044.jpg,1
log_moving_patch_004_000.jpg,1
log_moving_patch_004_001.jpg,1
log_moving_patch_004_002.jpg,1
log_moving_patch_004_003.jpg,1
log_moving_patch_004_004.jpg,0
log_moving_patch_004_005.jpg,0
log_moving_patch_004_006.jpg,0
log_moving_patch_004_007.jpg,0
log_moving_patch_004_008.jpg,0
log_moving_patch_004_009.jpg,0
log_moving_patch_004_010.jpg,1
log_moving_patch_004_011.jpg,0
log_moving_patch_004_012.jpg,1
log_moving_patch_004_013.jpg,1
log_moving_patch_004_014.jpg,1
log_moving_patch_004_015.jpg,1
log_moving_patch_004_016.jpg,1
log_moving_patch_004_017.jpg,1
log_moving_patch_004_018.jpg,1
log_moving_patch_004_019.jpg,0
log_moving_patch_004_020.jpg,1
log_moving_patch_004_021.jpg,1
log_moving_patch_004_022.jpg,1
log_moving_patch_004_023.jpg,0
log_moving_patch_004_024.jpg,1
log_moving_patch_004_025.jpg,1
log_moving_patch_004_026.jpg,1
log_moving_patch_004_027.jpg,0
log_moving_patch_004_028.jpg,0
log_moving_patch_004_029.jpg,0
log_moving_patch_004_030.jpg,0
log_moving_patch_004_031.jpg,0
log_moving_patch_004_032.jpg,0
log_moving_patch_004_033.jpg,1
log_moving_patch_004_034.jpg,1
log_moving_patch_004_035.jpg,0
log_moving_patch_004_036.jpg,0
log_moving_patch_004_037.jpg,0
log_moving_patch_004_038.jpg,1
log_moving_patch_004_039.jpg,1
log_moving_patch_004_040.jpg,1
log_moving_patch_004_041.jpg,1
log_moving_patch_004_042.jpg,1
log_moving_patch_004_043.jpg,1
log_moving_patch_004_044.jpg,1
log_moving_patch_005_000.jpg,1
log_moving_patch_005_001.jpg,1
log_moving_patch_005_002.jpg,1
log_moving_patch_005_003.jpg,0
log_moving_patch_005_004.jpg,0
log_moving_patch_005_005.jpg,0
log_moving_patch_005_006.jpg,0
log_moving_patch_005_007.jpg,0
log_moving_patch_005_008.jpg,0
log_moving_patch_005_009.jpg,1
log_moving_patch_005_010.jpg,1
log_moving_patch_005_011.jpg,1
log_moving_patch_005_012.jpg,1
log_moving_patch_005_013.jpg,1
log_moving_patch_005_014.jpg,1
log_moving_patch_005_015.jpg,1
log_moving_patch_005_016.jpg,1
log_moving_patch_005_017.jpg,1
log_moving_patch_005_018.jpg,0
log_moving_patch_005_019.jpg,1
log_moving_patch_005_020.jpg,1
log_moving_patch_005_021.jpg,1
log_moving_patch_005_022.jpg,1
log_moving_patch_005_023.jpg,0
log_moving_patch_005_024.jpg,1
log_moving_patch_005_025.jpg,1
log_moving_patch_005_026.jpg,1
log_moving_patch_005_027.jpg,0
log_moving_patch_005_028.jpg,0
log_moving_patch_005_029.jpg,0
log_moving_patch_005_030.jpg,0
log_moving_patch_005_031.jpg,0
log_moving_patch_005_032.jpg,0
log_moving_patch_005_033.jpg,0
log_moving_patch_005_034.jpg,1
log_moving_patch_005_035.jpg,0
log_moving_patch_005_036.jpg,0
log_moving_patch_005_037.jpg,0
log_moving_patch_005_038.jpg,0
log_moving_patch_005_039.jpg,1
log_moving_patch_005_040.jpg,1
log_moving_patch_005_041.jpg,1
log_moving_patch_005_042.jpg,1
log_moving_patch_005_043.jpg,0
log_moving_patch_005_044.jpg,1
log_moving_patch_006_000.jpg,1
log_moving_patch_006_001.jpg,1
log_moving_patch_006_002.jpg,0
log_moving_patch_006_003.jpg,0
log_moving_patch_006_004.jpg,0
log_moving_patch_006_005.jpg,0
log_moving_patch_006_006.jpg,0
log_moving_patch_006_007.jpg,0
log_moving_patch_006_008.jpg,0
log_moving_patch_006_009.jpg,1
log_moving_patch_006_010.jpg,1
log_moving_patch_006_011.jpg,1
log_moving_patch_006_012.jpg,1
log_moving_patch_006_013.jpg,1
log_moving_patch_006_014.jpg,1
log_moving_patch_006_015.jpg,1
log_moving_patch_006_016.jpg,1
log_moving_patch_006_017.jpg,1
log_moving_patch_006_018.jpg,1
log_moving_patch_006_019.jpg,1
log_moving_patch_006_020.jpg,1
log_moving_patch_006_021.jpg,1
log_moving_patch_006_022.jpg,1
log_moving_patch_006_023.jpg,0
log_moving_patch_006_024.jpg,1
log_moving_patch_006_025.jpg,1
log_moving_patch_006_026.jpg,0
log_moving_patch_006_027.jpg,0
log_moving_patch_006_028.jpg,0
log_moving_patch_006_029.jpg,0
log_moving_patch_006_030.jpg,0
log_moving_patch_006_031.jpg,0
log_moving_patch_006_032.jpg,0
log_moving_patch_006_033.jpg,0
log_moving_patch_006_034.jpg,1
log_moving_patch_006_035.jpg,0
log_moving_patch_006_036.jpg,0
log_moving_patch_006_037.jpg,0
log_moving_patch_006_038.jpg,0
log_moving_patch_006_039.jpg,1
log_moving_patch_006_040.jpg,1
log_moving_patch_006_041.jpg,1
log_moving_patch_006_042.jpg,1
log_moving_patch_006_043.jpg,1
log_moving_patch_006_044.jpg,0
log_moving_patch_007_000.jpg,1
log_moving_patch_007_001.jpg,0
log_moving_patch_007_002.jpg,0
log_moving_patch_007_003.jpg,0
log_moving_patch_007_004.jpg,0
log_moving_patch_007_005.jpg,0
log_moving_patch_007_006.jpg,0
log_moving_patch_007_007.jpg,0
log_moving_patch_007_008.jpg,0
log_moving_patch_007_009.jpg,0
log_moving_patch_007_010.jpg,1
log_moving_patch_007_011.jpg,1
log_moving_patch_007_012.jpg,1
log_moving_patch_007_013.jpg,1
log_moving_patch_007_014.jpg,1
log_moving_patch_007_015.jpg,1
log_moving_patch_007_016.jpg,1
log_moving_patch_007_017.jpg,1
log_moving_patch_007_018.jpg,1
log_moving_patch_007_019.jpg,1
log_moving_patch_007_020.jpg,1
log_moving_patch_007_021.jpg,1
log_moving_patch_007_022.jpg,1
log_moving_patch_007_023.jpg,1
log_moving_patch_007_024.jpg,1
log_moving_patch_007_025.jpg,1
log_moving_patch_007_026.jpg,0
log_moving_patch_007_027.jpg,0
log_moving_patch_007_028.jpg,0
log_moving_patch_007_029.jpg,0
log_moving_patch_007_030.jpg,0
log_moving_patch_007_031.jpg,0
log_moving_patch_007_032.jpg,0
log_moving_patch_007_033.jpg,0
log_moving_patch_007_034.jpg,1
log_moving_patch_007_035.jpg,1
log_moving_patch_007_036.jpg,1
log_moving_patch_007_037.jpg,0
log_moving_patch_007_038.jpg,0
log_moving_patch_007_039.jpg,1
log_moving_patch_007_040.jpg,1
log_moving_patch_007_041.jpg,1
log_moving_patch_007_042.jpg,1
log_moving_patch_007_043.jpg,1
log_moving_patch_007_044.jpg,1
log_moving_patch_008_000.jpg,1
log_moving_patch_008_001.jpg,0
log_moving_patch_008_002.jpg,0
log_moving_patch_008_003.jpg,0
log_moving_patch_008_004.jpg,0
log_moving_patch_008_005.jpg,0
log_moving_patch_008_006.jpg,0
log_moving_patch_008_007.jpg,0
log_moving_patch_008_008.jpg,0
log_moving_patch_008_009.jpg,0
log_moving_patch_008_010.jpg,1
log_moving_patch_008_011.jpg,1
log_moving_patch_008_012.jpg,1
log_moving_patch_008_013.jpg,1
log_moving_patch_008_014.jpg,1
log_moving_patch_008_015.jpg,1
log_moving_patch_008_016.jpg,1
log_moving_patch_008_017.jpg,1
log_moving_patch_008_018.jpg,1
log_moving_patch_008_019.jpg,1
log_moving_patch_008_020.jpg,1
log_moving_patch_008_021.jpg,1
log_moving_patch_008_022.jpg,1
log_moving_patch_008_023.jpg,1
log_moving_patch_008_024.jpg,1
log_moving_patch_008_025.jpg,1
